IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(M),地区码,端口
188.114.98.220,4,4,0,182.60,0.00,SJC,443
198.41.223.94,4,4,0,153.54,0.00,LAX,443
188.114.98.52,4,4,0,190.41,0.00,LAX,443
162.159.26.54,4,4,0,191.07,0.00,LAX,443
104.25.84.148,4,3,25,193.94,0.00,LAX,443
190.93.245.11,4,3,25,184.09,0.00,HKG,443
198.41.198.176,4,3,25,188.86,0.00,LAX,443
104.18.254.62,4,3,25,182.55,0.00,SJC,443
103.21.244.199,4,3,25,132.54,0.00,SJC,443
104.18.151.224,4,3,25,140.31,0.00,SJC,443
104.19.2.212,4,3,25,188.36,0.00,LAX,443
104.25.42.139,4,4,0,193.77,0.00,LAX,443
104.18.182.170,4,4,0,103.13,0.00,HKG,443
188.114.99.104,4,3,25,192.72,0.00,LAX,443
162.159.16.55,4,3,25,191.35,0.00,LAX,443
104.24.29.140,4,4,0,183.79,0.00,LAX,443
104.21.200.236,4,4,0,175.55,0.00,LAX,443
104.18.38.59,4,3,25,39.03,0.00,HKG,443
104.24.74.124,4,4,0,186.31,0.00,LAX,443
108.162.198.73,4,3,25,90.50,0.00,SJC,443
162.159.153.133,4,4,0,56.91,0.00,NRT,443
104.27.16.216,4,3,25,187.96,0.00,LAX,443
103.31.4.80,4,3,25,220.73,0.00,DEN,443
104.17.154.242,4,4,0,98.50,0.00,HKG,443
104.25.231.223,4,4,0,184.20,0.00,LAX,443
173.245.59.208,4,4,0,183.09,0.00,LAX,443
190.93.247.123,4,4,0,145.17,0.00,SJC,443
104.24.214.116,4,3,25,181.79,0.00,SJC,443
104.25.143.38,4,3,25,171.33,0.00,SJC,443
104.19.66.11,4,3,25,184.38,0.00,LAX,443
141.101.90.96,4,3,25,188.66,0.00,MAD,443
198.41.202.131,4,4,0,111.18,0.00,LAX,443
108.162.193.128,4,4,0,195.00,0.00,LAX,443
108.162.194.254,4,3,25,140.88,0.00,LAX,443
173.245.59.26,4,3,25,184.69,0.00,LAX,443
172.66.153.135,4,4,0,188.90,0.00,LAX,443
104.17.71.238,4,3,25,163.28,0.00,SJC,443
104.16.220.197,4,4,0,163.44,0.00,SJC,443
104.16.229.143,4,3,25,179.89,0.00,SJC,443
104.25.171.134,4,3,25,186.24,0.00,LAX,443
104.24.214.5,4,4,0,182.70,0.00,LAX,443
104.18.204.219,4,3,25,171.86,0.00,SJC,443
104.17.210.207,4,3,25,80.36,0.00,HKG,443
104.17.176.163,4,3,25,48.95,0.00,HKG,443
190.93.245.180,4,3,25,90.14,0.00,HKG,443
104.20.0.59,4,3,25,184.03,0.00,LAX,443
198.41.205.245,4,3,25,135.64,0.00,SJC,443
108.162.196.119,4,3,25,191.10,0.00,LAX,443
162.159.242.227,4,4,0,110.17,0.00,SJC,443
104.20.44.128,4,3,25,189.71,0.00,SJC,443
104.26.4.118,4,4,0,175.29,0.00,SEA,443
104.18.32.121,4,4,0,192.88,0.00,LAX,443
190.93.244.12,4,4,0,78.16,0.00,SJC,443
104.24.44.217,4,3,25,186.87,0.00,SJC,443
188.114.96.23,4,4,0,193.90,0.00,LAX,443
190.93.245.144,4,4,0,108.50,0.00,SJC,443
104.25.203.145,4,4,0,189.53,0.00,LAX,443
104.17.22.127,4,3,25,102.66,0.00,HKG,443
104.24.86.140,4,4,0,187.13,0.00,LAX,443
198.41.214.18,4,4,0,152.27,0.00,HKG,443
162.159.14.28,4,3,25,176.59,0.00,LAX,443
104.24.145.254,4,4,0,185.43,0.00,SJC,443
104.27.42.19,4,4,0,186.68,0.00,LAX,443
104.25.96.22,4,4,0,187.90,0.00,LAX,443
162.159.135.201,4,3,25,49.19,0.00,NRT,443
104.25.132.23,4,4,0,188.75,0.00,LAX,443
103.21.244.62,4,3,25,138.30,0.00,LAX,443
108.162.192.89,4,3,25,189.22,0.00,LAX,443
104.25.97.227,4,4,0,188.13,0.00,LAX,443
198.41.222.90,4,4,0,190.79,0.00,LAX,443
198.41.196.49,4,4,0,118.35,0.00,LAX,443
172.66.174.61,4,3,25,177.52,0.00,LAX,443
104.16.228.85,4,4,0,170.37,0.00,SJC,443
104.16.31.56,4,3,25,173.19,0.00,SJC,443
162.159.250.78,4,4,0,189.70,0.00,LAX,443
188.114.97.248,4,4,0,192.01,0.00,LAX,443
188.114.98.56,4,3,25,191.36,0.00,LAX,443
141.101.115.137,4,4,0,99.98,0.00,SJC,443
104.25.202.100,4,3,25,167.69,0.00,LAX,443
172.67.197.76,4,4,0,243.91,0.00,LHR,443
162.159.49.93,4,3,25,188.48,0.00,HKG,443
104.26.7.166,4,3,25,172.53,0.00,SEA,443
190.93.245.221,4,3,25,119.93,0.00,HKG,443
190.93.246.183,4,3,25,139.59,0.00,SJC,443
104.27.72.244,4,4,0,192.71,0.00,LAX,443
104.17.32.54,4,4,0,185.12,0.00,SJC,443
104.24.139.68,4,3,25,179.12,0.00,LAX,443
104.27.104.190,4,3,25,194.27,0.00,LAX,443
172.64.157.235,4,4,0,51.16,0.00,HKG,443
104.17.170.65,4,4,0,83.91,0.00,HKG,443
104.25.249.124,4,4,0,39.16,0.00,HKG,443
104.16.217.154,4,4,0,168.44,0.00,SJC,443
104.18.78.161,4,3,25,181.83,0.00,SEA,443
104.17.130.49,4,4,0,154.78,0.00,SJC,443
104.18.158.164,4,4,0,63.06,0.00,SJC,443
104.19.121.241,4,4,0,197.70,0.00,LAX,443
104.16.167.52,4,4,0,191.59,0.00,SJC,443
173.245.58.8,4,4,0,192.83,0.00,LAX,443
198.41.196.59,4,4,0,182.62,0.00,LAX,443
104.16.62.108,4,3,25,151.52,0.00,SEA,443
104.16.63.206,4,3,25,181.61,0.00,SEA,443
108.162.194.186,4,4,0,190.47,0.00,LAX,443
104.18.95.168,4,3,25,47.17,0.00,HKG,443
172.67.123.133,4,4,0,189.46,0.00,LAX,443
104.17.29.227,4,3,25,63.01,0.00,HKG,443
104.19.171.180,4,4,0,174.39,0.00,SEA,443
104.17.110.202,4,4,0,48.98,0.00,HKG,443
141.101.122.209,4,3,25,180.17,0.00,SJC,443
198.41.206.176,4,3,25,184.19,0.00,HKG,443
198.41.203.62,4,3,25,141.91,0.00,LAX,443
198.41.208.13,4,4,0,113.94,0.00,HKG,443
108.162.198.75,4,4,0,101.15,0.00,HKG,443
173.245.59.74,4,3,25,129.93,0.00,LAX,443
198.41.192.209,4,4,0,151.38,0.00,LAX,443
104.24.174.153,4,3,25,170.26,0.00,SJC,443
104.25.147.140,4,4,0,188.97,0.00,LAX,443
104.24.50.243,4,4,0,188.61,0.00,LAX,443
198.41.215.216,4,4,0,140.07,0.00,LAX,443
104.17.210.209,4,4,0,109.26,0.00,HKG,443
104.16.149.45,4,3,25,46.80,0.00,HKG,443
190.93.246.219,4,4,0,109.39,0.00,HKG,443
104.17.86.86,4,3,25,173.31,0.00,SJC,443
104.18.110.140,4,4,0,184.85,0.00,SJC,443
198.41.192.55,4,3,25,184.43,0.00,LAX,443
104.24.250.135,4,4,0,190.37,0.00,LAX,443
162.159.45.206,4,3,25,194.10,0.00,LAX,443
103.31.4.167,4,3,25,214.40,0.00,DEN,443
104.16.238.255,4,4,0,192.42,0.00,SJC,443
103.21.244.96,4,4,0,182.25,0.00,SJC,443
104.18.219.232,4,4,0,177.62,0.00,SJC,443
104.21.43.65,4,4,0,172.18,0.00,SJC,443
104.18.249.217,4,4,0,169.66,0.00,SJC,443
188.114.96.140,4,3,25,192.22,0.00,SJC,443
188.114.96.200,4,4,0,183.51,0.00,LAX,443
198.41.193.211,4,4,0,145.71,0.00,LAX,443
104.17.81.2,4,3,25,187.22,0.00,SJC,443
188.114.99.92,4,3,25,183.95,0.00,LAX,443
104.24.40.138,4,3,25,174.17,0.00,LAX,443
104.19.219.168,4,4,0,98.72,0.00,SJC,443
141.101.121.116,4,4,0,151.17,0.00,LAX,443
104.19.43.115,4,3,25,42.16,0.00,HKG,443
141.101.90.33,4,3,25,185.44,0.00,CDG,443
103.21.244.204,4,3,25,180.99,0.00,LAX,443
103.21.244.72,4,3,25,142.40,0.00,LAX,443
104.27.203.26,4,4,0,182.15,0.00,SJC,443
104.19.58.206,4,4,0,37.46,0.00,HKG,443
104.21.99.83,4,4,0,187.27,0.00,LAX,443
188.114.99.68,4,4,0,181.08,0.00,LAX,443
108.162.196.215,4,3,25,186.42,0.00,LAX,443
162.159.0.65,4,3,25,178.76,0.00,HKG,443
104.17.44.235,4,4,0,170.90,0.00,SJC,443
104.24.187.93,4,4,0,179.59,0.00,SJC,443
103.21.244.223,4,3,25,192.35,0.00,SJC,443
104.18.178.62,4,3,25,86.91,0.00,HKG,443
141.101.121.193,4,4,0,75.98,0.00,LAX,443
104.21.24.89,4,3,25,171.94,0.00,SEA,443
103.31.4.14,4,4,0,215.07,0.00,DEN,443
108.162.194.32,4,3,25,179.02,0.00,LAX,443
198.41.197.4,4,3,25,191.77,0.00,HKG,443
188.114.96.55,4,4,0,187.31,0.00,LAX,443
103.31.4.82,4,3,25,190.92,0.00,DEN,443
173.245.49.99,4,3,25,190.16,0.00,LAX,443
188.114.96.73,4,3,25,177.61,0.00,LAX,443
103.31.4.119,4,3,25,219.63,0.00,DEN,443
104.25.64.1,4,3,25,192.90,0.00,LAX,443
162.159.135.213,4,3,25,60.02,0.00,NRT,443
103.31.4.179,4,3,25,208.92,0.00,DEN,443
104.21.84.106,4,3,25,190.83,0.00,SJC,443
103.31.4.228,4,4,0,193.37,0.00,DEN,443
104.25.49.92,4,3,25,186.13,0.00,LAX,443
104.25.143.127,4,4,0,181.20,0.00,SJC,443
198.41.194.254,4,3,25,195.98,0.00,LAX,443
162.159.22.14,4,3,25,187.72,0.00,SJC,443
141.101.114.169,4,4,0,39.06,0.00,SJC,443
198.41.204.36,4,4,0,106.55,0.00,LAX,443
104.25.205.16,4,4,0,191.32,0.00,LAX,443
104.19.100.199,4,4,0,187.13,0.00,SJC,443
104.19.15.4,4,4,0,188.12,0.00,LAX,443
104.18.250.226,4,3,25,190.06,0.00,SJC,443
104.19.95.203,4,4,0,187.25,0.00,LAX,443
173.245.58.100,4,4,0,184.40,0.00,SJC,443
104.17.89.90,4,3,25,163.23,0.00,SJC,443
190.93.246.119,4,3,25,80.13,0.00,HKG,443
104.25.229.213,4,4,0,187.81,0.00,LAX,443
104.24.65.170,4,4,0,178.16,0.00,SJC,443
104.24.202.19,4,4,0,195.44,0.00,LAX,443
104.16.176.143,4,4,0,169.62,0.00,SJC,443
108.162.193.232,4,4,0,139.74,0.00,HKG,443
172.67.161.83,4,4,0,174.43,0.00,SEA,443
108.162.193.90,4,3,25,134.36,0.00,LAX,443
173.245.58.35,4,4,0,188.86,0.00,LAX,443
198.41.200.107,4,3,25,195.98,0.00,LAX,443
104.24.32.234,4,4,0,181.79,0.00,LAX,443
104.16.187.189,4,3,25,194.61,0.00,SJC,443
141.101.122.214,4,4,0,151.19,0.00,LAX,443
103.21.244.152,4,4,0,194.58,0.00,LAX,443
172.67.96.185,4,4,0,186.04,0.00,LAX,443
104.20.19.30,4,3,25,187.00,0.00,LAX,443
104.27.64.235,4,3,25,187.44,0.00,LAX,443
103.31.4.252,4,3,25,211.82,0.00,DEN,443
162.159.17.239,4,4,0,155.26,0.00,SJC,443
104.25.156.206,4,3,25,193.44,0.00,LAX,443
104.18.235.3,4,4,0,109.53,0.00,SJC,443
103.21.244.99,4,4,0,152.60,0.00,LAX,443
104.27.119.140,4,3,25,187.76,0.00,LAX,443
104.27.196.47,4,3,25,178.77,0.00,SJC,443
188.114.97.203,4,3,25,174.55,0.00,SJC,443
162.159.194.89,4,4,0,148.86,0.00,LAX,443
104.16.166.251,4,4,0,170.19,0.00,SJC,443
162.159.17.4,4,4,0,153.96,0.00,LAX,443
190.93.245.85,4,3,25,90.59,0.00,SJC,443
104.18.247.16,4,4,0,169.10,0.00,SJC,443
104.17.247.74,4,3,25,162.21,0.00,SEA,443
188.114.96.233,4,3,25,191.49,0.00,SJC,443
104.21.214.156,4,4,0,175.22,0.00,LAX,443
104.24.34.148,4,3,25,187.38,0.00,LAX,443
172.66.154.140,4,3,25,180.53,0.00,LAX,443
104.27.110.26,4,4,0,181.86,0.00,LAX,443
104.19.253.249,4,4,0,169.63,0.00,SJC,443
104.19.94.3,4,4,0,194.10,0.00,SJC,443
188.114.98.157,4,4,0,188.79,0.00,LAX,443
190.93.244.235,4,3,25,132.79,0.00,HKG,443
104.18.85.11,4,4,0,82.71,0.00,HKG,443
104.19.36.178,4,3,25,40.95,0.00,HKG,443
104.20.7.69,4,3,25,197.81,0.00,LAX,443
190.93.245.100,4,4,0,108.60,0.00,SJC,443
188.114.98.42,4,4,0,178.90,0.00,LAX,443
104.25.125.71,4,3,25,188.42,0.00,LAX,443
103.21.244.68,4,3,25,184.79,0.00,LAX,443
162.159.207.106,4,3,25,195.85,0.00,LAX,443
104.25.231.97,4,3,25,193.31,0.00,LAX,443
172.67.105.19,4,4,0,179.49,0.00,LAX,443
104.25.237.9,4,3,25,191.05,0.00,SJC,443
173.245.58.62,4,4,0,175.67,0.00,LAX,443
198.41.218.57,4,4,0,191.44,0.00,LAX,443
104.24.239.249,4,3,25,173.89,0.00,LAX,443
104.17.168.87,4,3,25,42.55,0.00,HKG,443
188.114.99.52,4,4,0,175.83,0.00,LAX,443
141.101.120.212,4,4,0,173.40,0.00,LAX,443
103.21.244.39,4,3,25,186.85,0.00,SJC,443
104.24.178.78,4,3,25,169.45,0.00,LAX,443
188.114.96.227,4,3,25,192.39,0.00,LAX,443
172.64.67.116,4,3,25,193.00,0.00,SJC,443
108.162.194.143,4,4,0,190.86,0.00,LAX,443
104.25.175.223,4,3,25,188.17,0.00,SJC,443
103.31.4.55,4,3,25,199.30,0.00,DEN,443
104.20.60.178,4,3,25,226.90,0.00,FRA,443
104.17.188.107,4,4,0,60.78,0.00,HKG,443
104.21.6.57,4,3,25,184.40,0.00,SJC,443
188.114.98.224,4,3,25,190.21,0.00,LAX,443
104.19.109.211,4,3,25,180.98,0.00,LAX,443
108.162.192.29,4,4,0,190.49,0.00,SJC,443
104.17.245.83,4,4,0,174.37,0.00,SEA,443
103.21.244.66,4,3,25,81.60,0.00,SJC,443
104.18.172.230,4,4,0,77.82,0.00,HKG,443
104.25.136.234,4,3,25,192.13,0.00,LAX,443
104.19.92.173,4,3,25,186.38,0.00,LAX,443
104.19.60.119,4,3,25,36.84,0.00,HKG,443
104.25.177.253,4,3,25,174.35,0.00,LAX,443
104.27.125.138,4,4,0,181.81,0.00,SJC,443
104.24.44.62,4,4,0,177.48,0.00,LAX,443
104.24.140.121,4,3,25,195.41,0.00,LAX,443
162.159.13.247,4,3,25,187.12,0.00,SJC,443
172.64.149.90,4,3,25,137.14,0.00,LAX,443
104.18.10.254,4,4,0,181.83,0.00,SEA,443
103.21.244.103,4,4,0,150.87,0.00,LAX,443
172.66.173.95,4,3,25,191.02,0.00,SJC,443
190.93.247.59,4,3,25,181.04,0.00,SJC,443
190.93.247.147,4,3,25,142.41,0.00,HKG,443
104.20.48.140,4,3,25,230.00,0.00,FRA,443
103.31.4.43,4,3,25,209.79,0.00,DEN,443
190.93.245.208,4,4,0,99.51,0.00,SJC,443
188.114.96.70,4,3,25,172.17,0.00,LAX,443
104.27.8.158,4,3,25,190.09,0.00,SJC,443
190.93.245.147,4,4,0,113.49,0.00,SJC,443
104.20.57.214,4,4,0,232.66,0.00,FRA,443
198.41.199.126,4,4,0,153.55,0.00,LAX,443
173.245.59.106,4,3,25,181.43,0.00,LAX,443
198.41.203.173,4,3,25,188.19,0.00,LAX,443
104.25.229.10,4,3,25,171.50,0.00,LAX,443
162.159.7.120,4,4,0,152.57,0.00,LAX,443
104.16.118.79,4,3,25,191.94,0.00,SJC,443
104.25.4.20,4,4,0,197.27,0.00,LAX,443
104.24.210.195,4,3,25,198.79,0.00,LAX,443
103.21.244.74,4,3,25,193.66,0.00,LAX,443
104.21.229.167,4,4,0,174.55,0.00,SEA,443
104.25.216.65,4,3,25,190.90,0.00,LAX,443
188.114.98.191,4,3,25,185.36,0.00,LAX,443
190.93.246.39,4,4,0,154.29,0.00,HKG,443
104.19.71.202,4,4,0,190.89,0.00,LAX,443
104.25.254.67,4,3,25,38.46,0.00,HKG,443
172.67.116.32,4,4,0,191.34,0.00,LAX,443
198.41.200.19,4,3,25,190.76,0.00,HKG,443
141.101.121.59,4,3,25,179.93,0.00,SJC,443
104.17.90.192,4,4,0,161.20,0.00,SJC,443
104.25.47.20,4,3,25,182.09,0.00,LAX,443
103.31.4.226,4,3,25,205.22,0.00,DEN,443
104.21.192.179,4,4,0,185.32,0.00,SJC,443
104.27.63.54,4,4,0,186.16,0.00,LAX,443
104.27.204.75,4,3,25,191.67,0.00,SJC,443
104.24.139.124,4,3,25,196.36,0.00,LAX,443
104.16.229.24,4,4,0,172.12,0.00,SJC,443
104.18.140.20,4,4,0,179.70,0.00,SJC,443
104.17.155.33,4,3,25,64.13,0.00,HKG,443
104.27.67.148,4,3,25,181.52,0.00,LAX,443
188.114.99.179,4,4,0,193.38,0.00,LAX,443
188.114.96.15,4,3,25,186.31,0.00,LAX,443
104.19.140.243,4,4,0,183.11,0.00,LAX,443
190.93.245.54,4,4,0,62.97,0.00,SJC,443
198.41.192.61,4,4,0,154.55,0.00,LAX,443
104.21.61.177,4,3,25,189.52,0.00,LAX,443
104.16.214.181,4,4,0,186.47,0.00,SJC,443
103.21.244.157,4,4,0,137.44,0.00,LAX,443
188.114.98.10,4,4,0,182.83,0.00,SJC,443
104.16.168.188,4,3,25,180.58,0.00,SJC,443
190.93.245.154,4,3,25,90.80,0.00,HKG,443
173.245.59.34,4,3,25,139.41,0.00,LAX,443
108.162.198.174,4,4,0,144.32,0.00,SJC,443
104.17.214.230,4,4,0,74.20,0.00,HKG,443
104.18.202.76,4,4,0,169.23,0.00,SJC,443
104.19.190.227,4,4,0,185.24,0.00,SJC,443
198.41.200.202,4,4,0,156.26,0.00,HKG,443
172.66.138.208,4,4,0,181.34,0.00,LAX,443
104.17.18.206,4,4,0,48.44,0.00,HKG,443
173.245.49.85,4,4,0,143.28,0.00,LAX,443
104.20.34.144,4,3,25,196.18,0.00,LAX,443
104.27.31.29,4,3,25,196.30,0.00,LAX,443
104.24.216.166,4,4,0,191.46,0.00,LAX,443
104.19.163.255,4,4,0,174.28,0.00,SEA,443
104.25.50.250,4,3,25,179.81,0.00,LAX,443
198.41.203.11,4,3,25,129.46,0.00,LAX,443
188.114.96.81,4,3,25,184.69,0.00,LAX,443
198.41.208.208,4,3,25,65.62,0.00,HKG,443
172.67.144.158,4,3,25,181.42,0.00,SEA,443
104.21.97.175,4,4,0,181.87,0.00,LAX,443
173.245.49.8,4,3,25,122.29,0.00,LAX,443
173.245.59.184,4,4,0,78.77,0.00,SJC,443
141.101.122.249,4,4,0,149.74,0.00,LAX,443
162.159.34.13,4,3,25,143.53,0.00,LAX,443
104.18.34.113,4,3,25,239.51,0.00,LHR,443
172.67.219.31,4,3,25,172.81,0.00,SJC,443
141.101.113.129,4,3,25,185.32,0.00,LAX,443
104.24.170.212,4,4,0,192.05,0.00,LAX,443
104.18.97.45,4,3,25,179.36,0.00,SJC,443
190.93.246.123,4,4,0,143.59,0.00,HKG,443
104.17.105.55,4,4,0,102.46,0.00,HKG,443
104.25.46.22,4,4,0,194.26,0.00,LAX,443
104.16.152.126,4,3,25,37.54,0.00,HKG,443
173.245.49.180,4,3,25,135.41,0.00,HKG,443
104.25.117.135,4,4,0,183.99,0.00,LAX,443
198.41.215.214,4,4,0,158.23,0.00,LAX,443
104.21.49.51,4,4,0,189.82,0.00,SJC,443
103.21.244.179,4,3,25,185.31,0.00,LAX,443
104.17.52.129,4,3,25,106.21,0.00,HKG,443
104.19.143.173,4,3,25,192.76,0.00,SJC,443
173.245.58.217,4,3,25,181.19,0.00,LAX,443
104.27.112.247,4,3,25,180.79,0.00,SJC,443
198.41.208.4,4,4,0,51.82,0.00,HKG,443
104.19.69.80,4,4,0,176.36,0.00,SJC,443
198.41.195.130,4,4,0,184.19,0.00,SJC,443
104.17.204.142,4,3,25,181.01,0.00,HKG,443
173.245.49.82,4,4,0,193.39,0.00,LAX,443
104.25.246.79,4,3,25,99.23,0.00,HKG,443
104.19.27.167,4,4,0,185.63,0.00,LAX,443
190.93.246.76,4,3,25,141.14,0.00,HKG,443
162.159.0.78,4,4,0,149.13,0.00,LAX,443
141.101.121.39,4,4,0,150.55,0.00,LAX,443
104.16.115.126,4,4,0,178.06,0.00,SJC,443
104.24.224.209,4,3,25,187.33,0.00,LAX,443
103.21.244.117,4,4,0,146.87,0.00,SJC,443
188.114.99.31,4,3,25,185.81,0.00,SJC,443
103.21.244.110,4,3,25,195.10,0.00,HKG,443
104.24.91.175,4,3,25,189.56,0.00,LAX,443
198.41.202.22,4,4,0,180.51,0.00,SJC,443
103.31.4.102,4,3,25,209.60,0.00,DEN,443
173.245.58.171,4,3,25,177.95,0.00,LAX,443
104.18.235.134,4,4,0,39.58,0.00,HKG,443
188.114.99.199,4,4,0,194.25,0.00,LAX,443
162.159.23.49,4,3,25,134.73,0.00,HKG,443
104.21.216.208,4,3,25,183.85,0.00,LAX,443
173.245.49.94,4,4,0,183.21,0.00,SJC,443
103.31.4.35,4,4,0,200.51,0.00,DEN,443
104.17.15.156,4,4,0,155.68,0.00,SJC,443
198.41.194.145,4,3,25,168.14,0.00,LAX,443
190.93.245.161,4,4,0,77.61,0.00,HKG,443
188.114.98.182,4,3,25,169.02,0.00,LAX,443
173.245.49.106,4,4,0,151.37,0.00,LAX,443
104.19.19.169,4,3,25,187.39,0.00,SJC,443
104.17.152.15,4,3,25,53.57,0.00,HKG,443
104.25.102.59,4,4,0,188.09,0.00,LAX,443
104.17.142.158,4,4,0,108.84,0.00,HKG,443
188.114.96.12,4,3,25,190.28,0.00,LAX,443
104.27.81.164,4,3,25,190.18,0.00,SJC,443
198.41.198.47,4,4,0,186.36,0.00,SJC,443
104.25.40.237,4,4,0,200.09,0.00,LAX,443
104.24.237.180,4,3,25,192.52,0.00,SJC,443
104.16.31.30,4,3,25,177.93,0.00,SJC,443
162.159.160.54,4,4,0,228.23,0.00,FRA,443
104.25.76.123,4,4,0,179.37,0.00,SJC,443
172.67.192.2,4,3,25,219.16,0.00,LHR,443
162.159.152.0,4,3,25,59.82,0.00,NRT,443
104.17.186.100,4,3,25,112.23,0.00,HKG,443
104.24.95.216,4,3,25,179.34,0.00,LAX,443
141.101.120.104,4,4,0,187.15,0.00,SJC,443
198.41.193.27,4,3,25,162.52,0.00,LAX,443
188.114.96.181,4,4,0,193.15,0.00,LAX,443
104.19.155.88,4,3,25,51.60,0.00,HKG,443
104.17.177.165,4,4,0,78.21,0.00,HKG,443
172.67.90.96,4,4,0,187.67,0.00,LAX,443
162.159.224.61,4,4,0,197.01,0.00,DEN,443
104.17.224.118,4,4,0,175.24,0.00,SEA,443
104.26.7.170,4,4,0,182.42,0.00,SEA,443
104.21.57.120,4,3,25,188.93,0.00,LAX,443
108.162.194.240,4,3,25,91.82,0.00,LAX,443
104.24.76.68,4,3,25,194.91,0.00,LAX,443
198.41.223.74,4,4,0,116.96,0.00,LAX,443
104.24.187.231,4,3,25,178.72,0.00,SJC,443
162.159.224.10,4,3,25,205.49,0.00,DEN,443
162.159.137.54,4,4,0,47.37,0.00,NRT,443
198.41.199.206,4,4,0,148.40,0.00,HKG,443
198.41.216.66,4,3,25,184.90,0.00,LAX,443
104.24.36.180,4,3,25,177.59,0.00,LAX,443
104.25.54.134,4,3,25,198.14,0.00,LAX,443
104.26.13.134,4,4,0,174.32,0.00,SEA,443
103.21.244.244,4,4,0,159.86,0.00,SJC,443
103.21.244.94,4,4,0,62.24,0.00,LAX,443
108.162.195.190,4,3,25,192.36,0.00,LAX,443
173.245.49.160,4,4,0,142.41,0.00,HKG,443
104.17.209.156,4,3,25,117.42,0.00,HKG,443
104.17.222.116,4,4,0,50.61,0.00,HKG,443
141.101.123.132,4,3,25,172.03,0.00,SJC,443
104.24.70.27,4,4,0,189.61,0.00,LAX,443
172.67.250.84,4,3,25,195.61,0.00,LAX,443
104.27.72.178,4,4,0,176.13,0.00,LAX,443
198.41.208.201,4,4,0,77.45,0.00,HKG,443
141.101.123.135,4,4,0,192.31,0.00,LAX,443
104.18.186.157,4,4,0,103.43,0.00,SEA,443
104.24.83.212,4,3,25,194.65,0.00,LAX,443
104.18.65.21,4,3,25,161.74,0.00,SEA,443
190.93.246.30,4,3,25,174.81,0.00,SJC,443
188.114.98.239,4,3,25,189.78,0.00,LAX,443
104.24.0.153,4,4,0,186.36,0.00,LAX,443
104.24.43.57,4,3,25,181.88,0.00,LAX,443
173.245.49.155,4,4,0,148.88,0.00,LAX,443
162.159.241.186,4,4,0,150.37,0.00,LAX,443
162.159.140.93,4,3,25,50.13,0.00,NRT,443
162.159.135.39,4,4,0,55.54,0.00,NRT,443
190.93.247.7,4,4,0,147.04,0.00,SJC,443
104.24.11.70,4,3,25,195.53,0.00,SJC,443
104.18.3.241,4,3,25,171.53,0.00,SEA,443
104.20.27.242,4,3,25,190.43,0.00,LAX,443
104.25.81.194,4,4,0,189.52,0.00,LAX,443
172.64.145.223,4,4,0,78.71,0.00,HKG,443
104.24.153.194,4,4,0,185.92,0.00,LAX,443
108.162.192.248,4,4,0,145.03,0.00,HKG,443
104.25.182.128,4,4,0,175.96,0.00,LAX,443
104.27.111.117,4,3,25,192.98,0.00,LAX,443
162.159.194.96,4,3,25,136.80,0.00,LAX,443
162.159.34.127,4,4,0,137.23,0.00,LAX,443
198.41.194.100,4,3,25,196.96,0.00,LAX,443
104.16.151.60,4,4,0,104.73,0.00,HKG,443
188.114.98.85,4,4,0,182.30,0.00,LAX,443
104.18.139.121,4,4,0,175.04,0.00,SJC,443
104.25.67.240,4,3,25,184.03,0.00,LAX,443
104.16.227.26,4,3,25,187.45,0.00,SJC,443
198.41.198.94,4,3,25,191.00,0.00,LAX,443
104.17.179.119,4,3,25,66.72,0.00,HKG,443
188.114.97.48,4,3,25,170.12,0.00,LAX,443
104.26.6.156,4,3,25,172.13,0.00,SEA,443
188.114.96.126,4,3,25,191.91,0.00,LAX,443
198.41.208.68,4,3,25,74.61,0.00,HKG,443
104.24.232.176,4,3,25,187.17,0.00,LAX,443
103.31.4.178,4,4,0,205.62,0.00,DEN,443
162.159.137.220,4,3,25,49.53,0.00,NRT,443
104.16.25.217,4,4,0,187.26,0.00,SJC,443
108.162.195.75,4,3,25,178.66,0.00,LAX,443
103.31.4.158,4,4,0,206.54,0.00,DEN,443
103.31.4.205,4,4,0,212.10,0.00,DEN,443
104.24.26.199,4,4,0,188.83,0.00,LAX,443
104.16.209.41,4,4,0,184.37,0.00,SJC,443
104.25.108.96,4,3,25,189.10,0.00,LAX,443
104.20.20.140,4,4,0,188.56,0.00,SJC,443
104.17.88.29,4,3,25,174.65,0.00,SJC,443
104.25.204.60,4,4,0,177.08,0.00,LAX,443
103.31.4.91,4,3,25,203.61,0.00,DEN,443
104.18.214.228,4,4,0,172.04,0.00,SJC,443
104.24.232.129,4,4,0,190.05,0.00,SJC,443
104.24.185.223,4,4,0,181.06,0.00,LAX,443
162.159.4.185,4,3,25,174.08,0.00,SJC,443
104.21.221.92,4,4,0,185.69,0.00,LAX,443
104.25.208.253,4,3,25,194.24,0.00,LAX,443
188.114.96.104,4,4,0,187.73,0.00,LAX,443
104.24.221.88,4,3,25,191.83,0.00,LAX,443
104.24.81.15,4,4,0,189.76,0.00,LAX,443
190.93.244.158,4,3,25,120.68,0.00,SJC,443
104.19.15.57,4,3,25,173.80,0.00,LAX,443
104.18.121.152,4,4,0,256.34,0.00,LHR,443
104.16.138.180,4,3,25,244.77,0.00,LHR,443
